"package","target_kind","file","line","col","boundary_class","source_site_head","disposition","causal_identity_bearing","sensitive_or_unstable","activation_cohort","note"
"perl-dap","integration_test","crates\perl-dap\tests\dap_protocol_compliance_tests.rs","673","18","retain_cause",".map_err(|_| 'initialized event must be emitted')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-dap","integration_test","crates\perl-dap\tests\tcp_attach_tests.rs","285","39","classification_only","must(server_handle.join().map_err(|_| 'Server thread panicked'.to_string()));","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-dap","integration_test","crates\perl-dap\tests\tcp_attach_tests.rs","359","39","classification_only","must(server_handle.join().map_err(|_| 'Server thread panicked'.to_string()));","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-dap","integration_test","crates\perl-dap\tests\tcp_attach_tests.rs","397","33","classification_only","must(server1.join().map_err(|_| 'Server 1 thread panicked'.to_string()));","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-dap","integration_test","crates\perl-dap\tests\tcp_attach_tests.rs","398","33","classification_only","must(server2.join().map_err(|_| 'Server 2 thread panicked'.to_string()));","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-incremental-parsing","integration_test","crates\perl-incremental-parsing\tests\authority_disposition_contract.rs","116","22","retain_cause",".map_err(|_| format!('{kind} target {src_path} lives outside the package'))?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lexer","integration_test","crates\perl-lexer\tests\hang_risk_regex_literal_tests.rs","585","50","classification_only","let result_guard = result_arc.lock().map_err(|_| 'Failed to acquire lock')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\config\perl_oracle_env.rs","561","22","classification_only",".map_err(|_| std::io::Error::other('perl oracle env test mutex poisoned').into())","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\formatting\legacy.rs","171","39","classification_only","*self.args.lock().map_err(|_| SubprocessError::new('args mutex poisoned'))? =","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\formatting\legacy.rs","199","40","classification_only","let args = args.lock().map_err(|_| anyhow::anyhow!('args mutex poisoned'))?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\semantic_tokens\semantic_tokens.rs","1954","18","retain_cause",".map_err(|_| 'unexpected JSON traversal stop')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\semantic_tokens\semantic_tokens.rs","1966","18","retain_cause",".map_err(|_| 'unexpected malformed JSON traversal stop')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\semantic_tokens\semantic_tokens.rs","1990","18","retain_cause",".map_err(|_| 'unexpected escaped-quote bomb traversal stop')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\semantic_tokens\semantic_tokens.rs","2009","18","retain_cause",".map_err(|_| 'unexpected SQL traversal stop')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","src_cfg_test","crates\perl-lsp-rs-core\src\providers\semantic_tokens\semantic_tokens.rs","2267","22","retain_cause",".map_err(|_| 'unexpected finalization stop')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\g3_publish_baseline_enforcement.rs","71","40","retain_cause","content.trim().parse().map_err(|_| 'baseline count should be parseable as an integer')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\g3_published_count.rs","74","40","retain_cause","content.trim().parse().map_err(|_| 'failed to parse baseline count as an integer')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\runtime_cancellation_comprehensive.rs","534","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\runtime_cancellation_comprehensive.rs","549","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\runtime_cancellation_comprehensive.rs","567","27","classification_only","handle.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\runtime_cancellation_comprehensive.rs","609","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs-core","integration_test","crates\perl-lsp-rs-core\tests\runtime_limits_memory.rs","345","26","classification_only","h.join().map_err(|_| 'thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\client_requests\registry.rs","927","31","classification_only","handle.join().map_err(|_| io::Error::other('registry race thread panicked').into())","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4212","67","retain_cause","let doc_uri = url::Url::from_file_path(&script_b).map_err(|_| 'bad uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4221","70","retain_cause","url::Url::from_directory_path(&folder_a).map_err(|_| 'bad uri_a')?.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4227","70","retain_cause","url::Url::from_directory_path(&folder_b).map_err(|_| 'bad uri_b')?.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4257","65","retain_cause","let doc_uri = url::Url::from_file_path(&script).map_err(|_| 'bad uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4266","34","retain_cause",".map_err(|_| 'bad folder uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4516","22","classification_only",".map_err(|_| std::io::Error::other('syntax-only diagnostic worker panicked'))??","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\diagnostics.rs","4565","22","classification_only",".map_err(|_| std::io::Error::other('diagnostic worker panicked'))??","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","integration_test","crates\perl-lsp-rs\src\runtime\dispatch\tests\ripr_seam_proof_incoming_request_owner.rs","10","27","classification_only","handle.join().map_err(|_| io::Error::other('request lifecycle race thread panicked').into(","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\dispatch\workspace\file_preflight.rs","377","62","retain_cause","let old_uri = Url::from_file_path(&old_path).map_err(|_| 'invalid old path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\dispatch\workspace\file_preflight.rs","378","62","retain_cause","let new_uri = Url::from_file_path(&new_path).map_err(|_| 'invalid new path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\dispatch\workspace\file_preflight.rs","536","22","retain_cause",".map_err(|_| 'invalid create path')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","2694","21","retain_cause","|_| 'timed out waiting for completion analysis to start'.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","2715","22","classification_only",".map_err(|_| 'canceller thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","2792","21","retain_cause","|_| 'timed out waiting for completion analysis to start'.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","2797","30","retain_cause",".map_err(|_| 'handler thread dropped the comment-guard gate receiver')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","2815","22","classification_only",".map_err(|_| 'canceller thread panicked')?","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3587","54","retain_cause","Url::from_file_path(temp.path()).map_err(|_| 'bad workspace path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3589","69","retain_cause","Url::from_file_path(temp.path().join('app.pl')).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3717","53","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'bad workspace uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3718","65","retain_cause","let doc_uri = Url::from_file_path(&outside_doc).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3770","53","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'bad workspace uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3771","62","retain_cause","let doc_uri = Url::from_file_path(&doc_path).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3843","53","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'bad workspace uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3844","62","retain_cause","let doc_uri = Url::from_file_path(&doc_path).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3896","53","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'bad workspace uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3897","62","retain_cause","let doc_uri = Url::from_file_path(&doc_path).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3938","53","retain_cause","Url::from_file_path(&workspace).map_err(|_| 'bad workspace uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\completion.rs","3939","62","retain_cause","let doc_uri = Url::from_file_path(&doc_path).map_err(|_| 'bad doc uri')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\hover\hover_tests.rs","64","56","retain_cause","url::Url::from_file_path(&active_path).map_err(|_| 'invalid active file path')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\hover\hover_tests.rs","258","54","classification_only","url::Url::from_directory_path(&root).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\hover\hover_tests.rs","271","18","retain_cause",".map_err(|_| 'failed to create script URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\hover\hover_tests.rs","298","57","retain_cause","let uri = url::Url::from_file_path(&script).map_err(|_| 'failed to create script URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\rename.rs","2178","31","classification_only","handle.join().map_err(|_| std::io::Error::other('index-ready worker panicked'))?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\virtual_content.rs","513","58","classification_only","url::Url::from_directory_path(&root).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\virtual_content.rs","545","58","classification_only","url::Url::from_directory_path(&root).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\virtual_content.rs","576","58","classification_only","url::Url::from_directory_path(&root).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\language\virtual_content.rs","608","58","classification_only","url::Url::from_directory_path(&root).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\capabilities.rs","1013","60","retain_cause","url::Url::from_directory_path(&folder).map_err(|_| 'invalid folder path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\capabilities.rs","1063","60","retain_cause","url::Url::from_directory_path(&folder).map_err(|_| 'invalid folder path')?.to_string();","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","953","58","classification_only","url::Url::from_file_path(&workspace).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1125","58","classification_only","url::Url::from_file_path(&workspace).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1154","64","retain_cause","let repo_uri = url::Url::from_file_path(&repo).map_err(|_| 'failed repo URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1155","62","retain_cause","let app_uri = url::Url::from_file_path(&app).map_err(|_| 'failed app URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1156","65","retain_cause","let doc_uri = url::Url::from_file_path(&script).map_err(|_| 'failed doc URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1173","64","retain_cause","let repo_uri = url::Url::from_file_path(&repo).map_err(|_| 'failed repo URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1174","62","retain_cause","let app_uri = url::Url::from_file_path(&app).map_err(|_| 'failed app URI')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1200","58","classification_only","url::Url::from_file_path(&workspace).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1232","58","classification_only","url::Url::from_file_path(&workspace).map_err(|_| 'failed to create workspace URI')?;","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1308","22","retain_cause",".map_err(|_| 'failed to create document URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1396","22","retain_cause",".map_err(|_| 'failed to create document URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1787","22","retain_cause",".map_err(|_| 'failed to create script_a uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1790","22","retain_cause",".map_err(|_| 'failed to create script_b uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1804","34","retain_cause",".map_err(|_| 'failed to create folder_a uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1813","34","retain_cause",".map_err(|_| 'failed to create folder_b uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1923","22","retain_cause",".map_err(|_| 'failed to create doc URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","1963","22","retain_cause",".map_err(|_| 'failed to create doc URI')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\lifecycle\module_resolution.rs","2189","22","retain_cause",".map_err(|_| 'failed to create doc uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","1635","26","retain_cause",".map_err(|_| std::io::Error::other('AI test env lock poisoned'))?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2242","64","classification_only","url::Url::from_directory_path(temp.path()).map_err(|_| 'bad folder uri')?.to_string();","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2410","22","retain_cause",".map_err(|_| 'bad uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2415","63","classification_only","url::Url::from_directory_path(&workspace).map_err(|_| 'bad folder uri')?.to_string();","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2450","22","retain_cause",".map_err(|_| 'bad uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2464","70","retain_cause","url::Url::from_directory_path(&folder_a).map_err(|_| 'bad uri')?.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2471","70","retain_cause","url::Url::from_directory_path(&folder_b).map_err(|_| 'bad uri')?.to_string(),","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2503","22","retain_cause",".map_err(|_| 'bad uri')?","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\mod.rs","2508","63","classification_only","url::Url::from_directory_path(&workspace).map_err(|_| 'bad folder uri')?.to_string();","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\outbound.rs","441","31","classification_only","handle.join().map_err(|_| 'writer thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\outbound.rs","470","31","classification_only","handle.join().map_err(|_| 'writer thread panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\readiness.rs","770","32","classification_only","if gate.lock().map_err(|_| anyhow::anyhow!('gate lock poisoned'))?.is_some() {","exact_exception","poison-class-only","no","T2","lock-poison class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\readiness.rs","829","31","classification_only","worker.join().map_err(|_| anyhow::anyhow!('readiness transition thread panicked'))?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\readiness.rs","971","31","classification_only","worker.join().map_err(|_| anyhow::anyhow!('readiness observer thread panicked'))??;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\session_warning_dedup_tests.rs","266","33","retain_cause","a_is_sending.recv().map_err(|_| 'caller A never entered its send')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\session_warning_dedup_tests.rs","288","32","classification_only","release_a.send(()).map_err(|_| 'caller A exited before release')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\session_warning_dedup_tests.rs","289","46","classification_only","let decision_a = caller_a.join().map_err(|_| 'caller A panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\session_warning_dedup_tests.rs","290","29","classification_only","caller_b.join().map_err(|_| 'caller B panicked')?;","exact_exception","fact-of-panic-only","internal-thread","T2","thread-join class in test context"
"perl-lsp-rs","src_cfg_test","crates\perl-lsp-rs\src\runtime\session_warning_dedup_tests.rs","293","18","retain_cause",".map_err(|_| 'caller B never answered after the send resolved')?;","repair_in_tests_tranche","setup-cause-currently-lost","no","T2","cfg(test)/tests setup conversion discards real cause; repair when tranche opens"
